seed,cv_mode,early_variant,model_spec_id,feature_block,model_name,model_variant,is_special_model,best_params,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_auc,external_accuracy,external_precision,external_recall,external_f1,external_auc,external_correct_n,external_total_n,external_tn,external_fp,external_fn,external_tp,n_features,external_accuracy_ci95_low,external_accuracy_ci95_high,external_accuracy_95ci
2026,exact,earlyv1,early_middle__svc__poly3,early_middle,svc__poly3,svc__poly3,False,"{""C"": 1.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 3, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.8617647058823529,0.8798809523809524,0.875,0.8703846626369847,0.9699404761904763,0.8169014084507042,0.775,0.8857142857142857,0.8266666666666667,0.8531746031746031,58,71,27,9,4,31,1087,,,
2026,exact,earlyv1,early_middle__svc__rbf,early_middle,svc__rbf,svc__rbf,False,"{""C"": 3.0, ""class_weight"": null, ""gamma"": ""scale"", ""kernel"": ""rbf""}",0.8441176470588235,0.8502164502164502,0.875,0.8555317214605139,0.9574404761904762,0.7605633802816901,0.7045454545454546,0.8857142857142857,0.7848101265822784,0.8452380952380951,54,71,23,13,4,31,1087,,,
2026,exact,earlyv1,early_middle__svc__sigmoid,early_middle,svc__sigmoid,svc__sigmoid,False,"{""C"": 1.0, ""class_weight"": null, ""coef0"": 0.0, ""gamma"": ""scale"", ""kernel"": ""sigmoid""}",0.8922794117647058,0.9216666666666666,0.8763888888888889,0.894422944616443,0.958110119047619,0.7605633802816901,0.7142857142857143,0.8571428571428571,0.7792207792207793,0.8246031746031746,54,71,24,12,5,30,1087,,,
2026,exact,earlyv1,early_middle_scale__lr__l2,early_middle_scale,lr__l2,lr__l2,False,"{""C"": 1.0, ""class_weight"": null, ""penalty"": ""l2"", ""solver"": ""liblinear""}",0.8801470588235294,0.9309920634920635,0.8402777777777777,0.878638630890953,0.973735119047619,0.7605633802816901,0.7045454545454546,0.8857142857142857,0.7848101265822784,0.8285714285714286,54,71,23,13,4,31,1150,,,
2026,exact,earlyv1,early_middle_scale__lr__l1,early_middle_scale,lr__l1,lr__l1,False,"{""C"": 1.0, ""class_weight"": null, ""penalty"": ""l1"", ""solver"": ""liblinear""}",0.8863970588235294,0.9355555555555556,0.8527777777777779,0.8873968008255935,0.9551587301587302,0.7183098591549296,0.6666666666666666,0.8571428571428571,0.75,0.792063492063492,51,71,21,15,5,30,1150,,,
2026,exact,earlyv1,early_middle_scale__lr__elasticnet,early_middle_scale,lr__elasticnet,lr__elasticnet,False,"{""C"": 1.0, ""class_weight"": null, ""l1_ratio"": 0.5, ""penalty"": ""elasticnet"", ""solver"": ""saga""}",0.8922794117647058,0.9127272727272727,0.898611111111111,0.9000283797729619,0.9685267857142857,0.7323943661971831,0.6818181818181818,0.8571428571428571,0.759493670886076,0.8095238095238095,52,71,22,14,5,30,1150,,,
2026,exact,earlyv1,early_middle_scale__svc__linear,early_middle_scale,svc__linear,svc__linear,False,"{""C"": 0.1, ""class_weight"": null, ""kernel"": ""linear""}",0.8860294117647058,0.8980050505050505,0.898611111111111,0.8929420364637082,0.9737847222222221,0.7183098591549296,0.6595744680851063,0.8857142857142857,0.7560975609756098,0.823015873015873,51,71,20,16,4,31,1150,,,
2026,exact,earlyv1,early_middle_scale__svc__poly2,early_middle_scale,svc__poly2,svc__poly2,False,"{""C"": 3.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 2, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.8801470588235294,0.903888888888889,0.8763888888888889,0.8836334709322327,0.9782738095238095,0.7464788732394366,0.6808510638297872,0.9142857142857143,0.7804878048780488,0.8396825396825397,53,71,21,15,3,32,1150,,,
2026,exact,earlyv1,early_middle_scale__svc__poly3,early_middle_scale,svc__poly3,svc__poly3,False,"{""C"": 1.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 3, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.8676470588235293,0.8762193362193361,0.8861111111111111,0.8755013759889921,0.9642113095238095,0.8169014084507042,0.7619047619047619,0.9142857142857143,0.8311688311688312,0.8492063492063492,58,71,26,10,3,32,1150,,,
2026,exact,earlyv1,early_middle_scale__svc__rbf,early_middle_scale,svc__rbf,svc__rbf,False,"{""C"": 3.0, ""class_weight"": null, ""gamma"": ""scale"", ""kernel"": ""rbf""}",0.8382352941176471,0.8504850704850705,0.875,0.8523901554242113,0.9532738095238095,0.7605633802816901,0.7045454545454546,0.8857142857142857,0.7848101265822784,0.8452380952380952,54,71,23,13,4,31,1150,,,
2026,exact,earlyv1,early_middle_scale__svc__sigmoid,early_middle_scale,svc__sigmoid,svc__sigmoid,False,"{""C"": 1.0, ""class_weight"": ""balanced"", ""coef0"": 0.0, ""gamma"": ""scale"", ""kernel"": ""sigmoid""}",0.8922794117647058,0.9216666666666666,0.8763888888888889,0.894422944616443,0.9523809523809523,0.7464788732394366,0.6976744186046512,0.8571428571428571,0.7692307692307693,0.8277777777777777,53,71,23,13,5,30,1150,,,
2026,exact,earlyv1,middle_late__lr__l2,middle_late,lr__l2,lr__l2,False,"{""C"": 0.03, ""class_weight"": ""balanced"", ""penalty"": ""l2"", ""solver"": ""liblinear""}",0.8746323529411765,0.9327777777777777,0.8305555555555555,0.8735896112831097,0.972718253968254,0.7605633802816901,0.725,0.8285714285714286,0.7733333333333333,0.8150793650793651,54,71,25,11,6,29,1038,,,
2026,exact,earlyv1,middle_late__lr__l1,middle_late,lr__l1,lr__l1,False,"{""C"": 1.0, ""class_weight"": null, ""penalty"": ""l1"", ""solver"": ""liblinear""}",0.8680147058823529,0.9041666666666668,0.8527777777777779,0.8723770209838321,0.9379216269841271,0.6619718309859155,0.6222222222222222,0.8,0.7,0.7785714285714285,47,71,19,17,7,28,1038,,,
2026,exact,earlyv1,middle_late__lr__elasticnet,middle_late,lr__elasticnet,lr__elasticnet,False,"{""C"": 1.0, ""class_weight"": ""balanced"", ""l1_ratio"": 0.5, ""penalty"": ""elasticnet"", ""solver"": ""saga""}",0.9036764705882353,0.9352777777777778,0.8861111111111111,0.9054721362229102,0.9614335317460316,0.676056338028169,0.6363636363636364,0.8,0.7088607594936709,0.7857142857142857,48,71,20,16,7,28,1038,,,
2026,exact,earlyv1,middle_late__svc__linear,middle_late,svc__linear,svc__linear,False,"{""C"": 0.1, ""class_weight"": null, ""kernel"": ""linear""}",0.8735294117647058,0.873989898989899,0.898611111111111,0.8820536635706915,0.9694196428571429,0.6901408450704225,0.6326530612244898,0.8857142857142857,0.7380952380952381,0.796031746031746,49,71,18,18,4,31,1038,,,
2026,exact,earlyv1,middle_late__svc__poly2,middle_late,svc__poly2,svc__poly2,False,"{""C"": 3.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 2, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.9044117647058822,0.9255050505050505,0.898611111111111,0.9085947712418301,0.9755208333333332,0.7605633802816901,0.6956521739130435,0.9142857142857143,0.7901234567901234,0.8285714285714286,54,71,22,14,3,32,1038,,,
2026,exact,earlyv1,middle_late__svc__poly3,middle_late,svc__poly3,svc__poly3,False,"{""C"": 1.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 3, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.8746323529411765,0.8958333333333334,0.875,0.8818604108309991,0.9642113095238095,0.7887323943661971,0.7380952380952381,0.8857142857142857,0.8051948051948052,0.8365079365079365,56,71,25,11,4,31,1038,,,
2026,exact,earlyv1,middle_late__svc__rbf,middle_late,svc__rbf,svc__rbf,False,"{""C"": 3.0, ""class_weight"": null, ""gamma"": ""scale"", ""kernel"": ""rbf""}",0.8386029411764706,0.8472113997113997,0.8638888888888889,0.8489957737480959,0.95,0.7746478873239436,0.7209302325581395,0.8857142857142857,0.7948717948717948,0.8412698412698413,55,71,24,12,4,31,1038,,,
2026,exact,earlyv1,middle_late__svc__sigmoid,middle_late,svc__sigmoid,svc__sigmoid,False,"{""C"": 1.0, ""class_weight"": null, ""coef0"": 0.0, ""gamma"": ""scale"", ""kernel"": ""sigmoid""}",0.8742647058823529,0.888997113997114,0.8763888888888889,0.8791013071895424,0.9360367063492063,0.704225352112676,0.6521739130434783,0.8571428571428571,0.7407407407407407,0.8055555555555556,50,71,20,16,5,30,1038,,,
2026,exact,earlyv1,middle_late_scale__lr__l2,middle_late_scale,lr__l2,lr__l2,False,"{""C"": 1.0, ""class_weight"": null, ""penalty"": ""l2"", ""solver"": ""liblinear""}",0.8871323529411764,0.9563888888888888,0.8319444444444445,0.8831320949432404,0.9644097222222221,0.7323943661971831,0.7,0.8,0.7466666666666667,0.7888888888888889,52,71,24,12,7,28,2064,,,
2026,exact,earlyv1,middle_late_scale__lr__l1,middle_late_scale,lr__l1,lr__l1,False,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l1"", ""solver"": ""liblinear""}",0.8738970588235293,0.9588888888888889,0.8055555555555556,0.8661044863289445,0.9349950396825397,0.676056338028169,0.65,0.7428571428571429,0.6933333333333334,0.7706349206349206,48,71,22,14,9,26,2064,,,
2026,exact,earlyv1,middle_late_scale__lr__elasticnet,middle_late_scale,lr__elasticnet,lr__elasticnet,False,"{""C"": 1.0, ""class_weight"": null, ""l1_ratio"": 0.75, ""penalty"": ""elasticnet"", ""solver"": ""saga""}",0.9040441176470588,0.9241666666666667,0.898611111111111,0.9076453388372894,0.957266865079365,0.6901408450704225,0.6444444444444445,0.8285714285714286,0.725,0.7714285714285714,49,71,20,16,6,29,2064,,,
2026,exact,earlyv1,middle_late_scale__svc__linear,middle_late_scale,svc__linear,svc__linear,False,"{""C"": 0.1, ""class_weight"": null, ""kernel"": ""linear""}",0.9040441176470588,0.9238888888888889,0.898611111111111,0.907576539387685,0.9642361111111111,0.704225352112676,0.6521739130434783,0.8571428571428571,0.7407407407407407,0.7690476190476191,50,71,20,16,5,30,2064,,,
2026,exact,earlyv1,middle_late_scale__svc__poly2,middle_late_scale,svc__poly2,svc__poly2,False,"{""C"": 3.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 2, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.8922794117647058,0.8968939393939394,0.9097222222222221,0.9001453388372893,0.9574652777777779,0.704225352112676,0.6521739130434783,0.8571428571428571,0.7407407407407407,0.7611111111111112,50,71,20,16,5,30,2064,,,
2026,exact,earlyv1,middle_late_scale__svc__poly3,middle_late_scale,svc__poly3,svc__poly3,False,"{""C"": 3.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 3, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.8628676470588236,0.8808333333333334,0.8763888888888889,0.8725742051206448,0.9376240079365079,0.676056338028169,0.6304347826086957,0.8285714285714286,0.7160493827160493,0.7698412698412699,48,71,19,17,6,29,2064,,,
2026,exact,earlyv1,middle_late_scale__svc__rbf,middle_late_scale,svc__rbf,svc__rbf,False,"{""C"": 3.0, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",0.8025735294117646,0.8175702075702075,0.8527777777777776,0.8239866765650856,0.9216269841269842,0.7183098591549296,0.6595744680851063,0.8857142857142857,0.7560975609756098,0.826984126984127,51,71,20,16,4,31,2064,,,
2026,exact,earlyv1,middle_late_scale__svc__sigmoid,middle_late_scale,svc__sigmoid,svc__sigmoid,False,"{""C"": 3.0, ""class_weight"": null, ""coef0"": 0.0, ""gamma"": ""scale"", ""kernel"": ""sigmoid""}",0.8088235294117647,0.8074242424242424,0.8652777777777777,0.8301728586171311,0.8654017857142857,0.676056338028169,0.625,0.8571428571428571,0.7228915662650602,0.7785714285714286,48,71,18,18,5,30,2064,,,
2026,exact,earlyv1,all__lr__l2,all,lr__l2,lr__l2,False,"{""C"": 0.03, ""class_weight"": ""balanced"", ""penalty"": ""l2"", ""solver"": ""liblinear""}",0.8801470588235294,0.9421031746031746,0.8291666666666666,0.877249742002064,0.973735119047619,0.7605633802816901,0.7142857142857143,0.8571428571428571,0.7792207792207793,0.8238095238095238,54,71,24,12,5,30,1100,,,
2026,exact,earlyv1,all__lr__l1,all,lr__l1,lr__l1,False,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l1"", ""solver"": ""liblinear""}",0.8863970588235294,0.9355555555555556,0.8527777777777779,0.8873968008255935,0.956547619047619,0.7323943661971831,0.6739130434782609,0.8857142857142857,0.7654320987654321,0.7936507936507936,52,71,21,15,4,31,1100,,,
2026,exact,earlyv1,all__lr__elasticnet,all,lr__elasticnet,lr__elasticnet,False,"{""C"": 1.0, ""class_weight"": ""balanced"", ""l1_ratio"": 0.5, ""penalty"": ""elasticnet"", ""solver"": ""saga""}",0.8863970588235294,0.9127272727272727,0.8875,0.8934107327141383,0.9657490079365079,0.7323943661971831,0.6818181818181818,0.8571428571428571,0.759493670886076,0.8087301587301587,52,71,22,14,5,30,1100,,,
2026,exact,earlyv1,all__svc__linear,all,svc__linear,svc__linear,False,"{""C"": 0.1, ""class_weight"": null, ""kernel"": ""linear""}",0.8801470588235294,0.8943939393939393,0.8875,0.8865909872721017,0.9723710317460317,0.7323943661971831,0.6666666666666666,0.9142857142857143,0.7710843373493976,0.8103174603174603,52,71,20,16,3,32,1100,,,
2026,exact,earlyv1,all__svc__poly2,all,svc__poly2,svc__poly2,False,"{""C"": 1.0, ""class_weight"": ""balanced"", ""coef0"": 1.0, ""degree"": 2, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.8797794117647058,0.9021031746031747,0.875,0.8836334709322327,0.982638888888889,0.7605633802816901,0.6956521739130435,0.9142857142857143,0.7901234567901234,0.8357142857142857,54,71,22,14,3,32,1100,,,
2026,exact,earlyv1,all__svc__poly3,all,svc__poly3,svc__poly3,False,"{""C"": 1.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 3, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.8738970588235293,0.8948304473304474,0.875,0.8794229446164431,0.9699404761904763,0.8169014084507042,0.7619047619047619,0.9142857142857143,0.8311688311688312,0.8460317460317459,58,71,26,10,3,32,1100,,,
2026,exact,earlyv1,all__svc__rbf,all,svc__rbf,svc__rbf,False,"{""C"": 3.0, ""class_weight"": null, ""gamma"": ""scale"", ""kernel"": ""rbf""}",0.8441176470588235,0.8431132756132756,0.8861111111111111,0.8582063000638852,0.9588293650793652,0.7605633802816901,0.7045454545454546,0.8857142857142857,0.7848101265822784,0.8412698412698413,54,71,23,13,4,31,1100,,,
2026,exact,earlyv1,all__svc__sigmoid,all,svc__sigmoid,svc__sigmoid,False,"{""C"": 1.0, ""class_weight"": null, ""coef0"": 0.0, ""gamma"": ""scale"", ""kernel"": ""sigmoid""}",0.8860294117647058,0.9109848484848484,0.8763888888888889,0.8884477124183006,0.9553323412698413,0.7464788732394366,0.6976744186046512,0.8571428571428571,0.7692307692307693,0.8182539682539682,53,71,23,13,5,30,1100,,,
2026,exact,earlyv1,all_plus_interactions__lr__l2,all_plus_interactions,lr__l2,lr__l2,False,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2"", ""solver"": ""liblinear""}",0.8801470588235294,0.9332142857142858,0.8416666666666666,0.878687650498796,0.9638640873015873,0.7464788732394366,0.6888888888888889,0.8857142857142857,0.775,0.8095238095238095,53,71,22,14,4,31,2255,,,
2026,exact,earlyv1,all_plus_interactions__lr__l1,all_plus_interactions,lr__l1,lr__l1,False,"{""C"": 1.0, ""class_weight"": null, ""penalty"": ""l1"", ""solver"": ""liblinear""}",0.8922794117647058,0.9477777777777778,0.8527777777777779,0.8932103543171654,0.9468005952380952,0.7183098591549296,0.6595744680851063,0.8857142857142857,0.7560975609756098,0.7888888888888889,51,71,20,16,4,31,2255,,,
2026,exact,earlyv1,all_plus_interactions__lr__elasticnet,all_plus_interactions,lr__elasticnet,lr__elasticnet,False,"{""C"": 1.0, ""class_weight"": null, ""l1_ratio"": 0.75, ""penalty"": ""elasticnet"", ""solver"": ""saga""}",0.9106617647058824,0.9388888888888889,0.898611111111111,0.9151986584107327,0.9640128968253968,0.704225352112676,0.6590909090909091,0.8285714285714286,0.7341772151898734,0.7984126984126985,50,71,21,15,6,29,2255,,,
2026,exact,earlyv1,all_plus_interactions__svc__linear,all_plus_interactions,svc__linear,svc__linear,False,"{""C"": 0.1, ""class_weight"": null, ""kernel"": ""linear""}",0.9036764705882353,0.9363888888888889,0.8861111111111111,0.9067922256621946,0.9618055555555556,0.7183098591549296,0.6530612244897959,0.9142857142857143,0.7619047619047619,0.7976190476190476,51,71,19,17,3,32,2255,,,
2026,exact,earlyv1,all_plus_interactions__svc__poly2,all_plus_interactions,svc__poly2,svc__poly2,False,"{""C"": 3.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 2, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.8860294117647058,0.9055050505050506,0.8875,0.8916013071895424,0.9536210317460319,0.704225352112676,0.6458333333333334,0.8857142857142857,0.7469879518072289,0.7896825396825397,50,71,19,17,4,31,2255,,,
2026,exact,earlyv1,all_plus_interactions__svc__poly3,all_plus_interactions,svc__poly3,svc__poly3,False,"{""C"": 3.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 3, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.8625,0.8780555555555555,0.8763888888888889,0.8713487149245663,0.9337797619047619,0.704225352112676,0.6521739130434783,0.8571428571428571,0.7407407407407407,0.7944444444444444,50,71,20,16,5,30,2255,,,
2026,exact,earlyv1,all_plus_interactions__svc__rbf,all_plus_interactions,svc__rbf,svc__rbf,False,"{""C"": 3.0, ""class_weight"": null, ""gamma"": ""scale"", ""kernel"": ""rbf""}",0.8330882352941176,0.8481349206349208,0.8652777777777777,0.8464993419183081,0.9312003968253968,0.7323943661971831,0.6666666666666666,0.9142857142857143,0.7710843373493976,0.8444444444444444,52,71,20,16,3,32,2255,,,
2026,exact,earlyv1,all_plus_interactions__svc__sigmoid,all_plus_interactions,svc__sigmoid,svc__sigmoid,False,"{""C"": 1.0, ""class_weight"": null, ""coef0"": 0.0, ""gamma"": ""scale"", ""kernel"": ""sigmoid""}",0.8014705882352942,0.8213383838383839,0.8180555555555555,0.8133800186741362,0.8658730158730158,0.704225352112676,0.6521739130434783,0.8571428571428571,0.7407407407407407,0.7642857142857142,50,71,20,16,5,30,2255,,,
2026,exact,earlyv1,early_late__lr__l2,early_late,lr__l2,lr__l2,False,"{""C"": 0.03, ""class_weight"": ""balanced"", ""penalty"": ""l2"", ""solver"": ""liblinear""}",0.7529411764705882,0.7672671772671773,0.7833333333333333,0.7655033305188104,0.8111607142857142,0.6901408450704225,0.6756756756756757,0.7142857142857143,0.6944444444444444,0.7428571428571429,49,71,24,12,10,25,75,,,
2026,exact,earlyv1,early_late__lr__l1,early_late,lr__l1,lr__l1,False,"{""C"": 0.03, ""class_weight"": null, ""penalty"": ""l1"", ""solver"": ""liblinear""}",0.7477941176470588,0.7792063492063492,0.7597222222222222,0.7623052729863875,0.8175223214285715,0.5633802816901409,0.5588235294117647,0.5428571428571428,0.5507246376811594,0.6595238095238095,40,71,21,15,16,19,75,,,
2026,exact,earlyv1,early_late__lr__elasticnet,early_late,lr__elasticnet,lr__elasticnet,False,"{""C"": 0.03, ""class_weight"": null, ""l1_ratio"": 0.25, ""penalty"": ""elasticnet"", ""solver"": ""saga""}",0.7716911764705883,0.7838203463203463,0.8055555555555556,0.7876937441643324,0.8303819444444445,0.6619718309859155,0.6486486486486487,0.6857142857142857,0.6666666666666666,0.7373015873015872,47,71,23,13,11,24,75,,,
2026,exact,earlyv1,early_late__svc__linear,early_late,svc__linear,svc__linear,False,"{""C"": 0.1, ""class_weight"": null, ""kernel"": ""linear""}",0.7602941176470588,0.7583513708513709,0.8402777777777777,0.7873570167960395,0.8014632936507937,0.7183098591549296,0.6744186046511628,0.8285714285714286,0.7435897435897436,0.7087301587301588,51,71,22,14,6,29,75,,,
2026,exact,earlyv1,early_late__svc__poly2,early_late,svc__poly2,svc__poly2,False,"{""C"": 0.1, ""class_weight"": ""balanced"", ""coef0"": 1.0, ""degree"": 2, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.7591911764705882,0.7608116883116882,0.8291666666666666,0.7820886829178658,0.8175099206349206,0.704225352112676,0.6590909090909091,0.8285714285714286,0.7341772151898734,0.7523809523809524,50,71,21,15,6,29,75,,,
2026,exact,earlyv1,early_late__svc__poly3,early_late,svc__poly3,svc__poly3,False,"{""C"": 1.0, ""class_weight"": null, ""coef0"": 0.0, ""degree"": 3, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.7716911764705883,0.7358838383838384,0.9083333333333332,0.808857560568087,0.7951140873015874,0.7183098591549296,0.6530612244897959,0.9142857142857143,0.7619047619047619,0.7341269841269842,51,71,19,17,3,32,75,,,
2026,exact,earlyv1,early_late__svc__rbf,early_late,svc__rbf,svc__rbf,False,"{""C"": 1.0, ""class_weight"": null, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.7588235294117647,0.776547619047619,0.7930555555555555,0.7750746965452848,0.8224702380952381,0.704225352112676,0.6666666666666666,0.8,0.7272727272727273,0.7468253968253968,50,71,22,14,7,28,75,,,
2026,exact,earlyv1,early_late__svc__sigmoid,early_late,svc__sigmoid,svc__sigmoid,False,"{""C"": 1.0, ""class_weight"": null, ""coef0"": 0.0, ""gamma"": ""scale"", ""kernel"": ""sigmoid""}",0.7893382352941176,0.7769624819624819,0.875,0.8105017872900495,0.8254712301587303,0.6901408450704225,0.6511627906976745,0.8,0.717948717948718,0.7301587301587301,49,71,21,15,7,28,75,,,
2026,exact,earlyv1,stage_activation_summary__lr__l2,stage_activation_summary,lr__l2,lr__l2,False,"{""C"": 1.0, ""class_weight"": null, ""penalty"": ""l2"", ""solver"": ""liblinear""}",0.7400735294117646,0.7458874458874458,0.7930555555555555,0.7608200648680524,0.7659722222222222,0.6197183098591549,0.5909090909090909,0.7428571428571429,0.6582278481012658,0.6904761904761905,44,71,18,18,9,26,6,,,
2026,exact,earlyv1,stage_activation_summary__lr__l1,stage_activation_summary,lr__l1,lr__l1,False,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l1"", ""solver"": ""liblinear""}",0.7224264705882353,0.738095238095238,0.7597222222222222,0.7403508771929824,0.7517113095238095,0.6338028169014085,0.6046511627906976,0.7428571428571429,0.6666666666666666,0.6833333333333333,45,71,19,17,9,26,6,,,
2026,exact,earlyv1,stage_activation_summary__lr__elasticnet,stage_activation_summary,lr__elasticnet,lr__elasticnet,False,"{""C"": 1.0, ""class_weight"": null, ""l1_ratio"": 0.25, ""penalty"": ""elasticnet"", ""solver"": ""saga""}",0.7400735294117646,0.7458874458874458,0.7930555555555555,0.7608200648680524,0.7631944444444444,0.6197183098591549,0.5909090909090909,0.7428571428571429,0.6582278481012658,0.6880952380952382,44,71,18,18,9,26,6,,,
2026,exact,earlyv1,stage_activation_summary__svc__linear,stage_activation_summary,svc__linear,svc__linear,False,"{""C"": 3.0, ""class_weight"": null, ""kernel"": ""linear""}",0.7283088235294117,0.7292368742368742,0.7930555555555555,0.7531873690465021,0.7626736111111111,0.6338028169014085,0.6097560975609756,0.7142857142857143,0.6578947368421053,0.6849206349206349,45,71,20,16,10,25,6,,,
2026,exact,earlyv1,stage_activation_summary__svc__poly2,stage_activation_summary,svc__poly2,svc__poly2,False,"{""C"": 1.0, ""class_weight"": ""balanced"", ""coef0"": 1.0, ""degree"": 2, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.7158088235294118,0.7095887445887447,0.8152777777777777,0.7504228762443191,0.7599702380952381,0.6197183098591549,0.5909090909090909,0.7428571428571429,0.6582278481012658,0.6896825396825397,44,71,18,18,9,26,6,,,
2026,exact,earlyv1,stage_activation_summary__svc__poly3,stage_activation_summary,svc__poly3,svc__poly3,False,"{""C"": 0.1, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 3, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.7040441176470589,0.6923376623376624,0.8152777777777779,0.7408611201917836,0.7556299603174603,0.6338028169014085,0.6,0.7714285714285715,0.675,0.6996031746031747,45,71,18,18,8,27,6,,,
2026,exact,earlyv1,stage_activation_summary__svc__rbf,stage_activation_summary,svc__rbf,svc__rbf,False,"{""C"": 1.0, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",0.7095588235294118,0.7085298035298035,0.7930555555555555,0.7403651173388015,0.7434771825396826,0.6197183098591549,0.5952380952380952,0.7142857142857143,0.6493506493506493,0.6634920634920635,44,71,19,17,10,25,6,,,
2026,exact,earlyv1,stage_activation_summary__svc__sigmoid,stage_activation_summary,svc__sigmoid,svc__sigmoid,False,"{""C"": 0.1, ""class_weight"": null, ""coef0"": 0.0, ""gamma"": ""scale"", ""kernel"": ""sigmoid""}",0.6753676470588236,0.6667911255411255,0.8277777777777777,0.7266417567789893,0.7167162698412699,0.6056338028169014,0.5686274509803921,0.8285714285714286,0.6744186046511628,0.6527777777777778,43,71,14,22,6,29,6,,,
2026,exact,earlyv1,sequential_interactions__lr__l2,sequential_interactions,lr__l2,lr__l2,False,"{""C"": 0.1, ""class_weight"": ""balanced"", ""penalty"": ""l2"", ""solver"": ""liblinear""}",0.8264705882352942,0.8558333333333333,0.8305555555555555,0.8341703523514669,0.8843998015873016,0.7746478873239436,0.7209302325581395,0.8857142857142857,0.7948717948717948,0.7746031746031745,55,71,24,12,4,31,1155,,,
2026,exact,earlyv1,sequential_interactions__lr__l1,sequential_interactions,lr__l1,lr__l1,False,"{""C"": 1.0, ""class_weight"": ""balanced"", ""penalty"": ""l1"", ""solver"": ""liblinear""}",0.8132352941176471,0.8256637806637807,0.8388888888888889,0.8283574131406948,0.859548611111111,0.7464788732394366,0.673469387755102,0.9428571428571428,0.7857142857142857,0.7301587301587301,53,71,20,16,2,33,1155,,,
2026,exact,earlyv1,sequential_interactions__lr__elasticnet,sequential_interactions,lr__elasticnet,lr__elasticnet,False,"{""C"": 0.1, ""class_weight"": ""balanced"", ""l1_ratio"": 0.5, ""penalty"": ""elasticnet"", ""solver"": ""saga""}",0.8136029411764707,0.8210497835497834,0.851388888888889,0.8274388176323161,0.8631448412698413,0.7183098591549296,0.6744186046511628,0.8285714285714286,0.7435897435897436,0.7420634920634921,51,71,22,14,6,29,1155,,,
2026,exact,earlyv1,sequential_interactions__svc__linear,sequential_interactions,svc__linear,svc__linear,False,"{""C"": 0.1, ""class_weight"": null, ""kernel"": ""linear""}",0.7720588235294118,0.7564898989898989,0.8638888888888889,0.7989480040681414,0.8430803571428571,0.7323943661971831,0.6818181818181818,0.8571428571428571,0.759493670886076,0.7793650793650794,52,71,22,14,5,30,1155,,,
2026,exact,earlyv1,sequential_interactions__svc__poly2,sequential_interactions,svc__poly2,svc__poly2,False,"{""C"": 3.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 2, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.7533088235294118,0.727994227994228,0.8527777777777779,0.78015664160401,0.7852678571428571,0.6619718309859155,0.6170212765957447,0.8285714285714286,0.7073170731707317,0.6388888888888888,47,71,18,18,6,29,1155,,,
2026,exact,earlyv1,sequential_interactions__svc__poly3,sequential_interactions,svc__poly3,svc__poly3,False,"{""C"": 3.0, ""class_weight"": null, ""coef0"": 1.0, ""degree"": 3, ""gamma"": ""scale"", ""kernel"": ""poly""}",0.7658088235294118,0.7496167721167721,0.8527777777777779,0.7902614714147222,0.8105654761904763,0.647887323943662,0.6086956521739131,0.8,0.691358024691358,0.6896825396825396,46,71,18,18,7,28,1155,,,
